,RT,m/z,Metabolite,HMDB (*Representative ID),Pooled QC sample CV,Method,Intercept,diagnosis[T.UC],diagnosis[T.nonIBD],chemical_name
C8p_QI21784,9.49,682.6343,,,0.046429225,C8-pos,0.27570839831789584,0.47105077732013,0.7339546160844517,C8p_QI21784
C8p_QI21916,9.49,685.5165,,,0.02824773,C8-pos,0.5281931967492923,0.7195654295723273,0.2522232012895298,C8p_QI21916
C8p_QI22819,9.49,704.6163,,,0.032834496,C8-pos,0.6939460844751224,0.5866049908439948,0.8473667578843784,C8p_QI22819
C8p_QI25896,9.49,807.5746,,,0.074026752,C8-pos,-0.9648511796239988,0.8827367209236456,0.7456155495790195,C8p_QI25896
C8p_QI21773,9.5,682.5774,,,0.051045697,C8-pos,-1.1556871323827878,0.16457680690692025,0.7666565852311802,C8p_QI21773
C8p_QI21965,9.5,686.6064,,,0.028820152999999998,C8-pos,-0.1564100175146237,0.4432807349006964,0.7290211396363926,C8p_QI21965
C8p_QI23464,9.5,720.5901,,,0.036193551000000004,C8-pos,-0.2629058747533932,0.4389007471840216,0.6921407656816196,C8p_QI23464
C8p_QI16585,9.51,579.5349,,,0.039678173,C8-pos,-0.30696181347409635,0.5955486677925403,-0.0030682606550502807,C8p_QI16585
C8p_QI26745,9.51,848.7175,,,0.042692862000000005,C8-pos,2.4188038916345462,-3.0714172936637567,-3.93149536083663,C8p_QI26745
C8p_QI28751,9.52,969.7155,,,0.277539523,C8-pos,2.140438279604517,1.7786683820526417,-2.9879948420378017,C8p_QI28751
C8p_QI17233,9.53,591.5343,,,0.035367368999999996,C8-pos,0.9429385275598392,-0.5019766904075311,0.2359854655412388,C8p_QI17233
C8p_QI18164,9.53,608.5608,,,0.036326146000000004,C8-pos,2.057883939241968,-0.5743736840446179,0.11871082355057715,C8p_QI18164
C8p_QI18453,9.53,613.5164,,,0.026940459,C8-pos,1.9337927908655037,-0.29960461628033386,0.2805106120256138,C8p_QI18453
C8p_QI18896,9.53,622.5761,,,0.055029077999999995,C8-pos,-0.3778875260595456,-0.7465114213187878,-0.21861641834700585,C8p_QI18896
C8p_QI19258,9.53,629.4908,,,0.03035465,C8-pos,1.215265473818384,0.015246667746765754,0.4327347951081944,C8p_QI19258
C8p_QI20217,9.53,649.5888,,,0.062992798,C8-pos,0.047582826113306,-0.7255797005851452,-0.13455837200606344,C8p_QI20217
C8p_QI20651,9.53,658.5754,,,0.051466529000000004,C8-pos,-0.9557845978979244,-0.8749901868064569,-1.2756928725096035,C8p_QI20651
C8p_QI25929,9.53,808.6635,,,0.037868346000000004,C8-pos,-0.5792835145239009,0.5343754671852405,0.046312995448465344,C8p_QI25929
C8p_QI17795,9.54,601.4826,,,0.057272069,C8-pos,-0.5607726960424557,-0.8975386239249872,-0.9750439448210048,C8p_QI17795
C8p_QI19569,9.55,635.501,,,0.022050913,C8-pos,0.7237546057458744,0.8659764908592518,0.2449731307176304,C8p_QI19569
C8p_QI25734,9.55,800.6535,,,0.083560839,C8-pos,-1.1743543534521237,0.2436330698768927,-1.0750686449857998,C8p_QI25734
C8p_QI28241,9.55,932.4868,,,0.050931624,C8-pos,0.3219549269433841,0.9507538460533452,0.6450044589189243,C8p_QI28241
C8p_QI28541,9.55,954.4686,,,0.084252903,C8-pos,-0.7413719086889401,0.9769317292015388,0.7328930573610021,C8p_QI28541
C8p_QI17885,9.56,603.4745,,,0.055520803,C8-pos,-1.2485931306127682,0.01755503642962708,0.5166688637880039,C8p_QI17885
C8p_QI28759,9.56,970.4423,,,0.124482519,C8-pos,-0.8958633332494871,0.9628271244804676,0.5822865443376255,C8p_QI28759
C8p_QI21653,9.57,679.6174,,,2.435024876,C8-pos,-1.3237855820898192,-0.14997979175640985,0.21392709781205174,C8p_QI21653
C8p_QI25831,9.57,804.6921,,,0.042020931,C8-pos,1.712664327120386,-3.6190428353507698,-4.271376304134971,C8p_QI25831
C8p_QI2974,9.58,313.2736,,,0.036650028,C8-pos,-0.6081340699438229,-0.054609499092833864,-0.21923845241988185,C8p_QI2974
C8p_QI17511,9.58,596.5615,,,0.04582523,C8-pos,0.4049932570215091,0.6468655251304921,0.5905950741914463,C8p_QI17511
C8p_QI17800,9.58,601.5167,,,0.025528172000000002,C8-pos,1.6537162871118412,0.663331427458985,0.6133720355180454,C8p_QI17800
C8p_QI18649,9.58,617.4905,,,0.022235366,C8-pos,1.3218843550439698,0.74650243747638,0.5971493201402378,C8p_QI18649
C8p_QI26068,9.58,814.5999,,,0.08966457,C8-pos,-1.4100339799169674,0.5411413096229865,0.30005330611741066,C8p_QI26068
C8p_QI16576,9.59,579.4707,,,0.046113481,C8-pos,-0.4659774689916745,-4.033488712425964,-4.867015056118612,C8p_QI16576
C8p_QI16794,9.59,583.5453,,,0.058164417999999996,C8-pos,-1.4919555573705807,-0.2309918023307507,0.8526658492234898,C8p_QI16794
C8p_QI18697,9.59,618.5815,,,0.044369096,C8-pos,-0.8260991959814206,-0.12801333438946472,0.948720522418375,C8p_QI18697
C8p_QI18951,9.59,623.5378,,,0.052683891,C8-pos,-1.601871290707983,0.15144876468585267,1.106905348792429,C8p_QI18951
C8p_QI20748,9.59,660.592,,,0.028526941,C8-pos,0.8211452574487552,-0.0067066765983270216,0.8444972710756016,C8p_QI20748
C8p_QI20969,9.59,665.5475,,,0.038937707,C8-pos,-0.7210262208227292,0.040250339392883916,1.0739678220895479,C8p_QI20969
C8p_QI26500,9.59,835.666,,,0.040637776,C8-pos,-0.06633261730710416,0.6454902075569464,-1.4749240202757168,C8p_QI26500
C8p_QI12639,9.6,506.4933,,,0.03268683,C8-pos,-0.8072965531591549,0.29111913669513,0.6396246628907871,C8p_QI12639
C8p_QI12883,9.6,511.4487,,,0.029228051,C8-pos,-1.0301559357885497,0.16464809406207334,0.39291126300370216,C8p_QI12883
C8p_QI13757,9.6,527.4225,,,0.040837032999999995,C8-pos,-1.2429359345678463,0.3836779974739386,0.6471852736619663,C8p_QI13757
C8p_QI25690,9.6,798.6814,,,0.060386700999999994,C8-pos,-1.1567180543188231,0.29632691371844544,0.29196447898423195,C8p_QI25690
C8p_QI26184,9.6,820.6635,,,0.024222222999999998,C8-pos,-0.07321528484860806,0.5140524290840442,0.28018123675858503,C8p_QI26184
C8p_QI26203,9.6,821.5837,,,0.256795846,C8-pos,-0.9295823960546628,0.3136229895393683,0.7342780308870029,C8p_QI26203
C8p_QI20697,9.61,659.5266,,,1.541173215,C8-pos,-0.22308997204343228,0.6639340304176624,0.7149658875611973,C8p_QI20697
C8p_QI26555,9.61,838.674,,,0.048688089000000004,C8-pos,-0.9487712769750728,0.5505334519188221,0.43240530063187604,C8p_QI26555
C8p_QI15393,9.63,557.4576,,,0.059366159,C8-pos,-0.8252971558813229,-2.221991500969665,-5.915978602871539,C8p_QI15393
C8p_QI16368,9.63,575.5376,,,0.048085222999999996,C8-pos,-1.2543323426489008,0.14257649410174622,0.04560584594285011,C8p_QI16368
C8p_QI19813,9.63,640.5358,,,0.024927165,C8-pos,0.8276779265161379,0.1297393225471808,0.37922389079606056,C8p_QI19813
C8p_QI29432,9.63,1037.8906,,,2.4486443980000003,C8-pos,-0.3408010392431393,1.1728771113197638,-2.3640372080656338,C8p_QI29432
C8p_QI29899,9.63,1096.8808,,,0.046191229,C8-pos,1.4904143423791751,-4.042449436302917,-7.336831740841512,C8p_QI29899
C8p_QI22911,9.64,706.6317,,,0.027204648999999997,C8-pos,0.3387233824487552,0.3318407915870978,1.1001178698686314,C8p_QI22911
C8p_QI23535,9.64,722.6064,,,0.033325698,C8-pos,-0.6470601945165768,0.21945504177020325,0.9156671242860508,C8p_QI23535
C8p_QI24747,9.64,760.666,,,0.041693229,C8-pos,0.6098901839013919,-3.596190414543885,-5.720440082058553,C8p_QI24747
C8p_QI17996,9.65,605.5499,,,0.036862995,C8-pos,0.2074653715844974,0.3902411841194464,0.7408372836259556,C8p_QI17996
C8p_QI19589,9.65,635.5801,,,0.030852538,C8-pos,0.9804126829858646,-0.18580122959210146,0.2483480649141025,C8p_QI19589
C8p_QI21403,9.65,674.6065,,,0.048442595,C8-pos,-0.2883212952856198,0.32630113590167303,0.8037269787934971,C8p_QI21403
C8p_QI21885,9.65,684.6499,,,0.039921873999999996,C8-pos,-0.07471922924558072,-0.006447515602843622,0.7145828681138706,C8p_QI21885
C8p_QI22303,9.65,693.5419,,,4.795978472,C8-pos,0.4217469305749759,-1.0288235760886837,-3.7213761134001055,C8p_QI22303
C8p_QI29062,9.65,998.2885,,,0.347132604,C8-pos,-0.20028761913815885,0.8127361916344,0.5688650088456821,C8p_QI29062
C8p_QI17948,9.66,604.6028,,,0.062235929,C8-pos,-0.9182699113134518,-0.2555713273246454,-0.20314329098189354,C8p_QI17948
C8p_QI19989,9.66,644.5953,,,0.023838891,C8-pos,1.084262570833765,0.4007442377846076,0.4898318724778843,C8p_QI19989
C8p_QI21035,9.66,666.6392,,,0.049392516,C8-pos,-1.3194349198583737,0.1914949797432257,0.4451134877351475,C8p_QI21035
C8p_QI22059,9.66,688.6205,,,0.034973198,C8-pos,-0.5738857178930417,0.2879164599220587,0.5550528245118809,C8p_QI22059
C8p_QI25476,9.66,789.615,,,0.037858014,C8-pos,0.035639008974634116,0.6172211550514515,0.6958169417527866,C8p_QI25476
C8p_QI18970,9.67,624.2364,,,0.34167317399999997,C8-pos,-0.9385345368627682,0.6760819338600452,0.6336692052034092,C8p_QI18970
C8p_QI20781,9.67,661.5167,,,0.036140714,C8-pos,1.7299005598779544,0.9866215370933844,0.6957029776719761,C8p_QI20781
C8p_QI25367,9.67,784.6599,,,0.060046111,C8-pos,-0.6341216950658932,0.11386398303912415,-0.3160011095854092,C8p_QI25367
C8p_QI25854,9.67,805.5883,,,0.023560065,C8-pos,0.6093418211694583,0.5839721344749762,0.4957591967729282,C8p_QI25854
C8p_QI27703,9.67,898.7459,,,2.0734838819999997,C8-pos,-0.9114396958593504,-1.1558723069389032,-2.1592275423857017,C8p_QI27703
C8p_QI14211,9.68,536.4372,,,0.09165515699999999,C8-pos,-1.5025871186498776,0.6468786381523444,0.5060048775819492,C8p_QI14211
C8p_QI15896,9.68,567.4562,,,0.037855186,C8-pos,0.6160971731897221,0.6060130976478888,0.7643674092439365,C8p_QI15896
C8p_QI17665,9.68,599.4817,,,0.049786088,C8-pos,-0.4909618287328854,-0.02727767002178894,0.23477286864792826,C8p_QI17665
C8p_QI18827,9.68,621.4642,,,0.048596787999999995,C8-pos,-0.8733404069189206,0.5836105726997669,0.7868188100007725,C8p_QI18827
C8p_QI20452,9.68,654.6033,,,0.08412793,C8-pos,-1.1691673188451899,0.2420161150734259,0.4367675261644077,C8p_QI20452
C8p_QI26353,9.68,828.6923,,,0.050291777,C8-pos,0.17027207324465365,0.5391532563011481,0.32693857718979835,C8p_QI26353
C8p_QI26795,9.68,850.6739,,,0.024398976,C8-pos,1.1704008192773685,0.7089121722023304,0.32100147773301124,C8p_QI26795
C8p_QI27093,9.68,866.6478,,,0.050243404000000005,C8-pos,-0.7227619080785885,0.4895596884529425,-0.1170319838377285,C8p_QI27093
C8p_QI28814,9.68,974.7501,,,0.071756748,C8-pos,-0.4232490449194089,0.370454826239806,-1.2598051352354336,C8p_QI28814
C8p_QI29050,9.68,996.7316,,,0.055406078,C8-pos,-0.20982150127927213,-0.0349626160819696,-2.0420452875944424,C8p_QI29050
C8p_QI29280,9.68,1021.9168,,,1.6499608030000001,C8-pos,-1.2111156373266354,1.6707338475029303,-2.0650836748930264,C8p_QI29280
C8p_QI29550,9.68,1052.8545,,,0.045800932999999995,C8-pos,2.0299584479089603,-3.795804939385192,-5.189447097286825,C8p_QI29550
C8p_QI4923,9.69,359.2944,,,0.037470868,C8-pos,-0.8187215714697018,0.22586015689776676,0.7051953749803257,C8p_QI4923
C8p_QI19655,9.69,637.438,,,0.053667482999999995,C8-pos,-0.8461130051855221,0.33595088947222784,0.4882837014344883,C8p_QI19655
C8p_QI20653,9.69,658.5767,,,0.037095241,C8-pos,0.8349778265710697,0.5434105776588734,0.822596140399332,C8p_QI20653
C8p_QI26046,9.69,813.5674,,,0.033278602000000004,C8-pos,1.5996605963464603,0.829108753089173,0.8392556386140537,C8p_QI26046
C8p_QI22446,9.7,696.6499,,,0.079666735,C8-pos,-1.2740714936498776,0.021332778815489558,0.4750459866670322,C8p_QI22446
C8p_QI23379,9.7,718.6315,,,0.046020125999999995,C8-pos,-0.6420200257543698,0.05318764675067023,0.4827732520250034,C8p_QI23379
C8p_QI19314,9.71,630.6183,,,0.047924974,C8-pos,-0.5955112366918698,0.23057941425250306,-0.5493425650450039,C8p_QI19314
C8p_QI20078,9.71,646.5768,,,0.093237556,C8-pos,-1.3079440980199948,0.7987835787575079,0.3182259278444004,C8p_QI20078
C8p_QI20315,9.71,651.5325,,,0.038529849,C8-pos,-1.3120115189794674,0.8691176556389166,-0.2400278372618008,C8p_QI20315
C8p_QI21232,9.71,670.6108,,,0.020603754,C8-pos,1.7908179373498785,0.5927204273979498,-0.17238800953352929,C8p_QI21232
C8p_QI21960,9.71,686.5845,,,0.028640388,C8-pos,0.8315217108484134,0.33989290225909485,-0.1153215689512539,C8p_QI21960
C8p_QI18897,9.72,622.5772,,,0.048313617,C8-pos,-0.7134139924291745,0.3116770170967413,0.28241760303055763,C8p_QI18897
C8p_QI19163,9.72,627.5323,,,0.027672433,C8-pos,0.1936571211572513,0.6038254879753424,0.5503822045472813,C8p_QI19163
C8p_QI19265,9.72,629.5472,,,0.036713855,C8-pos,-0.6512220292333737,0.6415326975624396,-0.5877882761808682,C8p_QI19265
C8p_QI19949,9.72,643.506,,,0.033006789,C8-pos,-0.05528334667722135,0.6644301794807728,0.4952263312486362,C8p_QI19949
C8p_QI21966,9.72,686.6089999999999,,,2.114619056,C8-pos,0.4668633551355228,0.9462812327186878,1.0663478450921726,C8p_QI21966
C8p_QI23302,9.72,716.6399,,,0.067963217,C8-pos,-0.7025974183324948,-3.083087883110778,-3.996601752743368,C8p_QI23302
C8p_QI25135,9.72,775.6049,,,4.925096363,C8-pos,1.3048531622644288,0.7783146284859015,1.82611954976594,C8p_QI25135
C8p_QI15906,9.73,567.5345,,,0.033687715,C8-pos,0.7978088469262943,-0.5387594319541621,-0.21219175289595604,C8p_QI15906
C8p_QI16843,9.73,584.561,,,0.040671396,C8-pos,0.6534263701196537,-0.4356627083976452,-0.1062583250852871,C8p_QI16843
C8p_QI17026,9.73,587.5012,,,0.042054989,C8-pos,-1.0779970078710692,-0.5892381287772839,0.3216307835725498,C8p_QI17026
C8p_QI17125,9.73,589.5165,,,0.02726078,C8-pos,1.241683682894312,0.08153585422442511,0.1430785136369419,C8p_QI17125
C8p_QI17617,9.73,598.5768,,,0.056957457999999996,C8-pos,-1.0947263627294674,-0.6884536362846063,-0.3486754221769619,C8p_QI17617
C8p_QI17981,9.73,605.4905,,,0.027473222999999998,C8-pos,0.3612434477563724,0.07194499004290655,0.3080630974916172,C8p_QI17981
C8p_QI19069,9.73,625.5875,,,0.07322963,C8-pos,-0.9268234162572996,-0.4522795296867077,-0.12306206654036522,C8p_QI19069
C8p_QI27615,9.73,894.7002,,,0.071148331,C8-pos,-1.3277204423193112,0.6936797283928229,-0.22178643177474025,C8p_QI27615
C8p_QI29163,9.73,1008.8284,,,0.046225107,C8-pos,2.354281148409449,-3.948989830132263,-4.702073745236044,C8p_QI29163
C8p_QI20407,9.75,653.5476,,,0.057210164,C8-pos,-1.0217140107397211,0.4752035521309193,-1.0913833899351406,C8p_QI20407
C8p_QI26957,9.75,859.6419999999999,,,0.048041006,C8-pos,-0.6362741379980221,0.7912800692360236,0.009617872729654307,C8p_QI26957
C8p_QI24566,9.76,753.5915,,,0.999995865,C8-pos,1.1011864752527103,0.14565280902789368,-0.5197498125883389,C8p_QI24566
C8p_QI9010,9.77,439.3781,,,0.06476765799999999,C8-pos,-1.2386176972631588,1.0216808699409796,-2.5583488268705654,C8p_QI9010
C8p_QI18997,9.77,624.6289,,,0.051595037999999996,C8-pos,-0.7351692109350338,0.4704006098549183,0.12082309295212745,C8p_QI18997
C8p_QI20034,9.77,645.5203,,,2.4369801840000003,C8-pos,-0.8597429185156003,-1.19584365856244,-1.6224290652128506,C8p_QI20034
C8p_QI20079,9.77,646.6104,,,0.030594398,C8-pos,0.08187313983400912,0.2283080004494025,-0.1362282557340908,C8p_QI20079
C8p_QI20548,9.77,656.5825,,,0.047095364,C8-pos,2.3281571478601317,1.8117835902016,-0.30143921802962304,C8p_QI20548
C8p_QI20825,9.77,662.5839,,,0.06293739,C8-pos,-1.0612152009252682,0.4186776064674689,-0.09674828480208396,C8p_QI20825
C8p_QI21030,9.77,666.6032,,,0.045588825,C8-pos,0.6649424643274173,0.6938130043785407,0.9757286386636448,C8p_QI21030
C8p_QI21532,9.77,677.5116,,,0.024178803999999998,C8-pos,0.6634647459741458,1.6353938363830858,0.4212766366151524,C8p_QI21532
C8p_QI22009,9.77,687.5322,,,0.022055439,C8-pos,0.8568975538965091,0.7902217291633917,0.6275786833909702,C8p_QI22009
C8p_QI26961,9.77,859.6929,,,3.0777225039999996,C8-pos,-1.2311246781591552,0.005479850653870244,-0.6284980101438808,C8p_QI26961
C8p_QI27246,9.77,874.6202,,,0.034573319,C8-pos,-0.8905303864721432,1.0053490780632328,-0.00120192001784325,C8p_QI27246
C8p_QI20785,9.79,661.5377,,,0.028852738,C8-pos,0.9859082312341556,1.6443249963562323,0.5777190404084873,C8p_QI20785
C8p_QI27290,9.79,876.6832,,,2.533056004,C8-pos,1.0142194838281495,-1.9096078492362665,-0.75874727199996,C8p_QI27290
C8p_QI28709,9.79,964.8021,,,0.046641984000000004,C8-pos,2.4168316931482186,-3.063150844689148,-3.4869329256864834,C8p_QI28709
C8p_QI21652,9.8,679.6007,,,1.038779938,C8-pos,-0.9787404923681392,0.9177583836357428,0.19795484115159034,C8p_QI21652
C8p_QI26486,9.8,834.6791,,,0.027373551,C8-pos,0.9129192442651616,0.5813980482857062,-0.013350181088094716,C8p_QI26486
C8p_QI26792,9.8,850.6525,,,0.068228264,C8-pos,-1.0909498124364987,0.26684216487811163,-0.5077413840147305,C8p_QI26792
C8p_QI20778,9.81,661.5154,,,0.574712039,C8-pos,-0.6051671891454831,0.5133211993019415,-0.6418279929014492,C8p_QI20778
C8p_QI26399,9.81,830.7080000000001,,,0.065824638,C8-pos,-0.29481486370602994,0.6184548519890143,0.5511761384156895,C8p_QI26399
C8p_QI26835,9.81,852.6895,,,0.032217382,C8-pos,0.8578884215112552,0.6563084505836798,0.5565297084001255,C8p_QI26835
C8p_QI27139,9.81,868.6638,,,0.062354756,C8-pos,-0.6208503632787838,-0.1383883572776501,-0.31361668537581444,C8p_QI27139
C8p_QI16358,9.82,575.4802,,,0.030046115,C8-pos,-0.7667005448583737,0.7321662091057135,0.27120012809311866,C8p_QI16358
C8p_QI17221,9.82,591.4540000000001,,,0.034674232,C8-pos,-1.1620223908666745,0.4949260138313605,-0.1434008402677822,C8p_QI17221
C8p_QI21121,9.82,668.6543,,,0.070290824,C8-pos,-0.7268026261572018,-0.14396544467999206,0.22693974544083595,C8p_QI21121
C8p_QI22158,9.82,690.6363,,,0.028146668,C8-pos,-0.6023071198705807,0.4257212065498664,0.7130865531114292,C8p_QI22158
C8p_QI27952,9.82,913.6891,,,0.098363939,C8-pos,-1.010234632993139,1.2424275063316657,0.005219407573099133,C8p_QI27952
C8p_QI28205,9.82,929.6634,,,0.107996674,C8-pos,-1.4130237488989008,1.2583245419304203,-1.1822075171324062,C8p_QI28205
C8p_QI13381,9.83,520.509,,,0.045256665999999994,C8-pos,-1.0829656510595456,0.3202073954384144,0.4102392869142246,C8p_QI13381
C8p_QI13659,9.83,525.4642,,,0.041012246,C8-pos,-1.0660903840307372,-0.4553100682456659,-0.2559301180692959,C8p_QI13659
C8p_QI17343,9.83,593.55,,,0.032117325,C8-pos,1.6740672201867923,-0.8864481068809198,0.18872327376877784,C8p_QI17343
C8p_QI18259,9.83,610.5767,,,0.031327437,C8-pos,2.3317157835718016,-0.641814909096496,0.3000740485337925,C8p_QI18259
C8p_QI18993,9.83,624.5923,,,0.032152613999999996,C8-pos,-0.01695612957517056,-0.30826922428204284,0.474516101374979,C8p_QI18993
C8p_QI19725,9.83,638.6067,,,0.07108622,C8-pos,-1.0526121049169674,-0.8833334065635388,-0.058922223553304676,C8p_QI19725
C8p_QI20263,9.83,650.6441,,,0.052840829000000006,C8-pos,-0.7955005555395259,0.5645050190727545,-0.11314289997542383,C8p_QI20263
C8p_QI20325,9.83,651.6032,,,0.053905202,C8-pos,0.2316963286157474,-0.7064964390952753,0.3248686270860386,C8p_QI20325
C8p_QI21308,9.83,672.6256,,,0.027210982,C8-pos,0.02478810260256381,0.6003251456062628,-0.05766742657149315,C8p_QI21308
C8p_QI25828,9.83,804.6712,,,0.111916468,C8-pos,-1.4358289628271237,0.2323866270820929,0.34751493503129005,C8p_QI25828
C8p_QI25950,9.83,809.6263,,,0.047379961,C8-pos,-0.4025247483495846,0.5704192303459479,0.6946191268113804,C8p_QI25950
C8p_QI26298,9.83,825.6005,,,0.07264579,C8-pos,-0.8569467454198971,-0.04623290073467956,-0.07522540520155907,C8p_QI26298
C8p_QI18544,9.84,615.5321,,,0.025492504,C8-pos,2.640207490419946,-0.11829229366375672,0.5338522868303013,C8p_QI18544
C8p_QI19374,9.84,631.5059,,,0.021708167999999996,C8-pos,1.4255163283105716,-0.020733318444030147,0.61556012202775,C8p_QI19374
C8p_QI21272,9.84,671.5583,,,0.02794343,C8-pos,1.2719132513757572,0.7019093416969611,0.6354102568772984,C8p_QI21272
C8p_QI23467,9.85,720.6474,,,0.05245347400000001,C8-pos,-1.4294498353246825,0.03414587009356751,0.9452992158082676,C8p_QI23467
C8p_QI27969,9.85,914.7215,,,1.229732815,C8-pos,-1.840926924252905,0.3069646738807989,1.2317817287591648,C8p_QI27969
C8p_QI28087,9.85,920.7759,,,0.039793542,C8-pos,2.438286981081568,-4.335380516167419,-5.923657111630084,C8p_QI28087
C8p_QI18316,9.86,611.5037,,,0.032101975,C8-pos,-0.5124433427099362,-0.6174637891013788,-0.6744229121061611,C8p_QI18316
C8p_QI20198,9.86,649.4593,,,0.034341926,C8-pos,-0.7024591355566159,-0.2228896237571405,-0.5558707041593838,C8p_QI20198
C8p_QI23683,9.86,726.6385,,,3.67730465,C8-pos,-0.5717008500341549,0.3624050997536017,-2.7280060572477627,C8p_QI23683
C8p_QI28282,9.86,935.6519,,,0.1805987,C8-pos,-0.4705207734350338,0.14083770740435675,1.3165144996789646,C8p_QI28282
C8p_QI19622,9.87,636.6287,,,0.046161585,C8-pos,-0.5332782655004635,0.2988760851661993,0.3336196618226719,C8p_QI19622
C8p_QI20656,9.87,658.6105,,,0.031036584,C8-pos,0.5803386778589115,0.5368965052406622,0.10837561656510353,C8p_QI20656
C8p_QI21034,9.87,666.6389,,,0.049426777000000005,C8-pos,-0.40637187054196733,0.28662089336322083,0.6003623681215,C8p_QI21034
C8p_QI21398,9.87,674.5847,,,0.037483939,C8-pos,-0.6369302659277096,0.3496942900459601,0.3274771647599888,C8p_QI21398
C8p_QI22060,9.87,688.6216,,,0.030735329,C8-pos,0.5373074621911869,0.5904200457374884,0.8279139475969028,C8p_QI22060
C8p_QI22816,9.87,704.5951,,,0.041296446,C8-pos,-0.3508136658910885,0.4637058161537482,0.7456724124101353,C8p_QI22816
C8p_QI20702,9.88,659.5607,,,2.023255019,C8-pos,-1.3447788148168698,1.2204579495231942,-0.821348361477499,C8p_QI20702
C8p_QI27061,9.88,864.69,,,0.077143141,C8-pos,-1.4648321061376706,0.4301774882118536,0.2755701022294712,C8p_QI27061
C8p_QI11805,9.89,491.4823,,,0.047816847999999995,C8-pos,-1.5823543458227292,0.3446195505897833,0.9016848282960606,C8p_QI11805
C8p_QI12721,9.89,508.509,,,0.032261535,C8-pos,0.3409349531885013,0.018140115622740538,0.5676772074845982,C8p_QI12721
C8p_QI13012,9.89,513.4644,,,0.024390223,C8-pos,-0.14227274944821744,0.5383475207130726,0.9804217891839696,C8p_QI13012
C8p_QI13856,9.89,529.4383,,,0.023572125,C8-pos,-0.4375379472021237,0.7290497206489874,1.1802909450677586,C8p_QI13856
C8p_QI17904,9.89,603.5323,,,0.034415897,C8-pos,-0.3169477372411862,0.6223022125999762,0.4287976699022007,C8p_QI17904
C8p_QI18751,9.89,619.5062,,,0.033439406,C8-pos,-0.6582487015966549,0.5800665997307117,0.28779835273301124,C8p_QI18751
C8p_QI22492,9.89,697.5744,,,0.051365669,C8-pos,-1.005254545712866,0.7035646818916632,-0.208365134701376,C8p_QI22492
